Player,PS,GP,Min,FGM,FGA,3M,3A,FTM,FTA,OR,TR,AS,ST,TO,BK,PF,DQ,PTS,TC,EJ,FF,Sta,+/-,OE,PER
k.durant (okc),SF,81,3118,849,1688,192,491,703,805,58,599,445,103,285,59,174,0,2593,16,0,0,81,510,,29.9
l.james (mia),SF,77,2903,767,1353,116,306,439,585,81,533,488,121,270,26,126,1,2089,5,0,0,77,409,,29.4
k.love (min),PF,77,2797,650,1422,190,505,520,633,224,963,343,59,195,35,136,0,2010,3,0,0,77,355,,26.97
a.davis (nop),PF,67,2360,522,1005,2,9,348,440,207,673,105,89,109,189,200,1,1394,3,0,0,66,-114,,26.54
d.cousins (sac),C,71,2296,591,1191,0,7,432,595,218,831,207,109,251,91,270,4,1614,16,0,0,71,-18,,26.18
c.paul (lac),PG,62,2168,406,870,78,212,295,345,38,268,663,154,145,4,157,1,1185,10,0,0,62,530,,25.98
b.lopez (brk),C,17,533,129,229,0,1,94,115,39,102,16,9,28,30,52,0,352,0,0,0,17,-23,,25.5
r.westbrook (okc),PG,46,1409,347,792,68,214,242,293,55,263,319,88,177,7,104,1,1004,10,0,0,46,221,,24.74
c.anthony (nyk),SF,77,2981,743,1644,167,415,459,541,144,621,239,96,198,51,224,0,2112,11,0,0,77,103,,24.5
s.curry (gsw),PG,78,2843,652,1383,261,615,308,348,46,334,667,129,294,14,194,1,1873,0,0,0,78,574,,24.13
b.griffin (lac),PF,80,2864,718,1359,12,44,482,674,192,757,306,92,224,51,265,4,1930,19,0,0,80,570,,23.98
d.nowitzki (dal),PF,80,2625,632,1272,131,329,338,376,40,498,216,73,118,45,165,1,1733,7,0,0,80,322,,23.68
b.wright (dal),C,58,1083,224,331,0,0,77,106,102,244,31,32,35,55,94,0,525,0,0,0,0,123,,23.6
j.harden (hou),SG,73,2780,549,1204,177,483,576,665,61,345,445,114,265,29,177,0,1851,5,0,0,73,408,,23.51
a.jefferson (cha),C,73,2557,700,1376,3,15,191,277,156,792,155,67,124,79,176,1,1594,5,0,0,73,30,,22.75
a.drummond (det),C,81,2614,479,769,0,2,137,328,440,1071,35,102,109,131,273,3,1095,9,0,0,81,-234,,22.65
a.horford (atl),PF,29,960,238,420,4,11,58,85,66,244,75,27,64,44,56,0,538,1,0,0,29,73,,22.08
d.wade (mia),SG,54,1776,415,760,9,32,189,258,59,241,253,79,161,29,106,0,1028,5,0,0,53,141,,22.06
l.aldridge (por),PF,69,2496,652,1423,3,15,296,360,166,766,178,64,122,69,147,1,1603,2,0,0,69,367,,21.84
g.dragic (pho),PG,76,2671,552,1093,122,299,316,416,69,245,448,104,213,22,206,1,1542,7,0,0,75,301,,21.43
t.duncan (sas),PF,74,2155,444,906,0,5,231,316,158,722,220,43,159,139,134,2,1119,8,0,0,74,304,,21.4
d.howard (hou),C,71,2396,473,801,2,7,349,638,232,866,130,60,229,128,240,0,1297,13,0,0,71,341,,21.36
n.pekovic (min),C,54,1665,379,701,0,0,186,249,206,468,49,30,84,23,129,0,944,2,0,0,54,280,,20.72
i.thomas (sac),PG,72,2492,496,1096,127,364,346,407,47,210,454,93,213,8,185,0,1465,10,0,0,54,29,,20.54
k.lowry (tor),PG,79,2861,457,1080,190,500,313,385,88,369,585,121,194,15,267,5,1417,10,0,0,79,269,,20.2
p.george (ind),SG,80,2902,576,1361,182,500,401,464,66,543,283,151,224,22,198,0,1735,8,0,0,80,375,,20.16
k.irving (cle),PG,71,2496,532,1237,123,344,291,338,52,259,433,108,190,23,163,0,1478,0,0,0,71,-220,,20.14
m.conley (mem),PG,73,2447,463,1030,105,291,225,276,41,213,439,110,150,13,141,1,1256,0,0,0,73,151,,20.07
j.noah (chi),C,80,2818,380,800,0,2,247,335,282,901,431,99,194,123,245,2,1007,12,0,0,80,230,,20.06
m.ginobili (sas),SG,68,1554,294,627,90,258,160,188,30,204,291,70,139,17,128,0,838,0,0,0,3,421,,20.06
k.faried (den),SF,80,2179,447,820,0,3,202,311,237,683,95,70,135,69,193,0,1096,5,0,0,77,-158,,19.9
p.millsap (atl),PF,74,2481,483,1047,76,212,286,391,154,627,232,129,185,78,210,3,1328,1,0,0,73,124,,19.83
s.ibaka (okc),PF,81,2667,524,978,23,60,156,199,224,709,84,39,122,219,233,0,1227,9,0,0,81,405,,19.66
e.bledsoe (pho),PG,43,1416,265,556,50,140,183,237,27,202,236,69,143,14,99,0,763,3,0,0,40,135,,19.62
j.wall (was),PG,82,2980,579,1337,108,308,317,394,38,333,719,149,295,39,219,1,1583,2,0,0,82,195,,19.61
k.leonard (sas),SF,66,1924,337,645,69,182,101,126,76,411,133,114,80,49,127,0,844,0,0,0,65,376,,19.43
j.hill (lal),C,72,1501,286,521,0,1,124,181,194,535,54,29,75,65,172,2,696,1,0,0,32,-304,,19.39
p.gasol (lal),PF,60,1883,425,885,4,14,187,254,124,580,201,27,141,92,124,0,1041,0,0,0,60,-354,,19.34
d.lee (gsw),PF,69,2288,513,980,0,1,231,296,183,644,147,48,153,26,206,4,1257,1,0,0,67,467,,19.21
t.jones (hou),PF,76,2083,386,713,31,102,118,195,162,528,87,54,71,99,139,0,921,1,0,0,71,125,,19.14
c.bosh (mia),PF,79,2529,492,954,74,219,223,272,98,522,87,80,124,78,192,1,1281,3,0,0,79,447,,19.11
m.plumlee (brk),PF,70,1275,199,302,0,3,122,195,99,308,60,49,77,55,171,3,520,0,0,0,22,-87,,19.09
t.lawson (den),PG,62,2221,347,805,72,202,324,406,41,216,543,100,201,10,113,1,1090,0,0,0,61,-46,,19.02
d.favors (uta),PF,73,2202,390,747,0,1,190,284,199,637,91,75,129,108,235,1,970,0,0,0,73,-339,,19.01
t.parker (sas),PG,68,2002,456,914,25,67,197,243,17,154,390,36,151,9,86,0,1134,1,0,0,68,274,,19
a.stoudemire (nyk),PF,65,1466,311,558,0,0,150,203,112,320,34,23,91,37,159,1,772,9,0,0,22,-159,,18.89
r.anderson (nop),PF,22,795,155,354,67,164,59,62,65,141,17,10,20,7,47,0,436,1,0,0,14,30,,18.89
n.vucevic (orl),C,57,1814,353,696,0,0,105,137,185,626,104,60,112,47,169,4,811,3,0,0,57,-177,,18.85
a.blatche (brk),PF,73,1622,321,674,15,54,164,221,120,390,112,75,110,38,166,0,821,2,0,0,7,24,,18.85
p.mills (sas),PG,81,1523,309,666,135,318,73,82,34,169,149,68,62,9,114,0,826,1,0,0,2,338,,18.8
d.lillard (por),PG,82,2935,553,1303,218,554,371,426,35,288,455,64,193,22,197,1,1695,3,0,0,82,359,,18.69
c.andersen (mia),C,72,1396,177,275,3,12,120,169,129,379,19,32,53,97,162,1,477,1,0,0,0,162,,18.56
j.johnson (mem),PF,52,957,143,308,22,87,76,90,60,166,111,43,66,57,102,1,384,1,0,0,4,96,,18.5
m.morris (pho),PF,82,1800,288,651,99,260,121,159,84,319,88,72,95,18,157,0,796,7,0,0,1,125,,18.48
m.morris (pho),PF,81,2151,411,845,34,108,259,327,139,485,143,68,147,51,232,2,1115,9,0,0,0,133,,18.48
t.evans (nop),PG,72,2024,391,897,21,95,239,310,76,341,363,84,175,21,155,0,1042,3,0,0,22,-207,,18.43
d.derozan (tor),SG,79,3020,604,1407,64,210,519,630,51,343,313,86,176,28,197,0,1791,8,0,0,79,180,,18.42
r.gay (tor),SF,73,2532,537,1179,65,197,318,387,113,437,209,95,224,56,171,2,1457,3,0,0,73,-69,,18.4
r.gay (sac),SF,73,2532,537,1179,65,197,318,387,113,437,209,95,224,56,171,2,1457,3,0,0,73,-69,,18.4
z.randolph (mem),PF,79,2709,560,1198,2,20,250,337,265,794,199,54,183,23,210,0,1372,4,0,0,79,169,,18.37
k.humphries (bos),PF,69,1381,231,462,0,3,117,144,127,409,67,31,64,61,136,1,579,2,0,0,30,-178,,18.28
m.gasol (mem),C,59,1976,336,711,2,11,185,241,84,424,216,59,111,76,150,1,859,0,0,0,59,16,,18.27
d.jordan (lac),C,82,2872,348,515,0,0,160,374,331,1114,75,80,123,203,264,2,856,7,0,0,82,493,,18.19
g.monroe (det),C,82,2693,504,1015,0,1,241,367,256,760,171,91,167,47,205,2,1249,8,0,0,82,-152,,18.16
j.henson (mil),PF,70,1858,344,639,0,1,91,177,171,497,113,41,114,116,185,0,779,4,0,0,23,-428,,17.97
d.williams (brk),PG,65,2058,322,716,98,268,173,216,15,168,393,93,143,13,148,0,915,0,0,0,58,187,,17.69
r.lopez (por),C,82,2611,355,644,0,1,198,242,326,698,73,26,84,139,196,2,908,6,0,0,82,314,,17.68
m.gortat (was),C,81,2660,455,840,1,1,157,229,202,767,136,41,126,121,201,2,1068,3,0,0,80,292,,17.66
j.leuer (mem),PF,49,643,121,246,23,49,37,47,37,158,20,18,27,13,63,0,302,0,0,0,0,-13,,17.65
d.west (ind),PF,80,2469,458,939,4,15,198,251,120,542,223,61,133,74,186,1,1118,7,0,0,80,410,,17.55
j.adrien (mil),SF,53,963,143,275,0,0,76,119,102,306,38,24,39,36,108,0,362,2,0,0,12,-72,,17.49
j.crawford (lac),SG,69,2093,421,1011,161,446,279,322,34,158,223,59,135,12,120,0,1282,4,0,0,24,270,,17.39
d.blair (dal),C,78,1217,210,393,0,2,77,121,139,368,70,60,77,21,192,1,497,1,0,0,13,-12,,17.33
j.holiday (nop),PG,34,1142,203,454,30,77,51,63,28,142,268,56,105,12,92,0,487,1,0,0,34,24,,17.19
j.teague (atl),PG,79,2546,456,1040,74,225,318,376,34,208,526,89,231,17,158,0,1304,2,0,0,79,117,,17.16
a.bogut (gsw),C,67,1770,235,375,0,0,22,64,181,670,113,48,97,119,210,3,492,7,0,0,67,308,,17.11
c.kaman (lal),C,39,736,176,346,0,3,52,68,54,229,58,11,74,40,93,1,404,2,0,0,13,-60,,17.06
a.varejao (cle),PF,65,1803,227,459,0,7,92,135,187,629,140,69,72,39,164,2,546,1,0,0,29,64,,17.05
s.dalembert (dal),C,80,1614,214,377,0,1,101,137,200,541,38,41,90,94,210,0,529,1,0,0,68,19,,16.88
m.ellis (dal),PG,82,3023,577,1279,69,209,339,430,38,295,470,141,263,23,197,0,1562,6,0,0,82,49,,16.83
k.walker (cha),PG,73,2617,449,1143,109,327,282,337,39,306,447,86,169,32,128,1,1289,4,0,0,73,132,,16.82
p.pierce (brk),SF,75,2101,321,712,112,300,256,310,26,348,178,86,153,31,190,0,1010,6,0,0,68,71,,16.81
m.beasley (mia),SF,55,833,177,355,21,54,61,79,31,172,41,23,57,21,93,1,436,0,0,0,2,-43,,16.8
t.mozgov (den),C,82,1774,285,545,4,24,196,260,171,528,62,27,122,100,213,3,770,5,0,0,30,23,,16.77
n.hilario (was),C,53,1562,299,594,1,5,155,266,65,294,153,64,117,48,164,2,754,3,0,0,37,117,,16.67
t.young (phi),SF,79,2717,582,1283,90,292,163,229,166,476,182,168,165,36,213,1,1417,3,0,0,78,-652,,16.64
j.redick (lac),SG,35,988,181,398,73,185,97,106,9,74,80,28,42,3,65,0,532,2,0,0,34,210,,16.64
b.knight (mil),PG,72,2407,461,1092,110,338,259,323,46,255,352,69,188,17,146,1,1291,3,0,0,69,-440,,16.59
t.splitter (sas),PF,59,1272,181,346,0,3,121,173,123,363,90,29,76,31,117,0,483,0,0,0,50,266,,16.58
g.dieng (min),C,60,821,113,227,1,1,59,93,103,300,39,30,54,50,108,0,286,0,0,0,15,-40,,16.58
g.green (pho),SG,82,2327,448,1006,204,510,195,230,47,274,122,70,145,42,220,3,1295,9,0,0,48,44,,16.55
t.harris (orl),SF,61,1847,332,716,32,126,197,244,88,424,82,41,78,24,143,1,893,1,0,0,36,-230,,16.54
k.koufos (mem),C,80,1351,227,459,0,0,60,93,160,418,39,32,68,71,182,1,514,3,0,0,22,37,,16.54
k.o'quinn (orl),PF,69,1186,186,371,0,3,57,83,100,364,78,39,78,88,165,1,429,1,0,0,19,-32,,16.52
t.chandler (nyk),C,55,1665,191,322,0,1,98,155,159,529,60,37,71,63,145,2,480,8,0,0,55,13,,16.48
j.sullinger (bos),PF,74,2041,384,899,56,208,158,203,241,601,118,35,119,49,251,3,982,1,0,0,44,-14,,16.42
k.martin (min),SG,68,2174,440,1022,115,297,303,340,34,203,123,66,106,6,123,2,1298,3,0,0,68,176,,16.37
j.hickson (den),PF,69,1859,332,654,0,8,150,290,206,632,95,47,127,51,177,0,814,1,0,0,52,-189,,16.27
j.evans (uta),SF,66,1208,175,332,0,2,51,75,120,309,44,42,40,46,139,2,401,0,0,0,4,-177,,16.27
g.hayward (uta),SF,77,2798,426,1032,85,280,311,381,62,392,400,110,212,40,155,0,1248,0,0,0,77,-395,,16.22
d.augustin (chi),PG,71,1942,298,718,133,332,201,227,15,130,313,53,125,3,147,0,930,1,0,0,9,54,,16.22
d.collison (lac),PG,80,2071,324,694,71,189,192,224,47,188,297,93,132,15,150,1,911,0,0,0,35,214,,16.21
j.valanciunas (tor),C,81,2283,359,676,0,1,198,260,225,712,58,24,136,71,249,1,916,6,0,0,81,91,,16.17
h.sims (phi),C,46,877,130,274,0,1,90,121,104,237,52,28,41,20,116,1,350,0,0,0,25,-138,,16.14
n.young (lal),SG,64,1818,387,889,135,350,235,285,29,166,95,47,95,12,156,2,1144,8,0,0,9,-84,,16.11
a.afflalo (orl),SG,73,2550,464,1011,128,300,274,336,32,262,248,35,146,3,136,0,1330,4,0,0,73,-365,,16.09
t.gibson (chi),PF,82,2353,429,896,0,7,211,281,200,559,91,41,150,110,207,2,1069,8,0,0,8,138,,16.09
r.sessions (cha),PG,83,2215,330,769,35,124,326,404,38,203,340,49,148,9,90,0,1021,2,0,0,19,-171,,16.04
r.sessions (mil),PG,83,2215,330,769,35,124,326,404,38,203,340,49,148,9,90,0,1021,2,0,0,19,-171,,16.04
c.miles (cle),SG,51,987,178,409,83,211,64,75,18,103,52,46,44,15,103,0,503,0,0,0,34,45,,16.03
e.davis (mem),PF,63,956,155,290,0,0,47,89,92,260,27,17,40,43,114,0,357,2,0,0,4,52,,15.99
v.carter (dal),SG,81,1975,330,811,146,371,161,196,67,284,212,61,108,35,209,1,967,1,0,0,0,175,,15.97
c.parsons (hou),SF,74,2785,466,987,130,351,164,221,69,409,298,88,144,29,168,1,1226,0,0,0,74,325,,15.9
t.ariza (was),SF,77,2723,389,853,180,442,149,193,99,475,192,126,132,20,179,2,1107,4,0,0,77,195,,15.87
n.batum (por),SF,82,2958,381,819,145,402,163,203,116,611,420,75,209,57,156,1,1070,1,0,0,82,329,,15.86
a.burks (uta),PG,78,2192,380,831,50,143,279,373,59,257,212,69,149,14,190,2,1089,0,0,0,12,-286,,15.82
s.hawes (phi),C,80,2468,403,882,128,307,119,152,131,660,240,44,173,94,237,3,1053,11,0,0,78,-482,,15.77
s.hawes (cle),C,80,2468,403,882,128,307,119,152,131,660,240,44,173,94,237,3,1053,11,0,0,78,-482,,15.77
w.matthews (por),SG,82,2783,445,1010,201,511,252,301,51,289,199,76,109,14,176,0,1343,7,0,0,82,303,,15.7
e.kanter (uta),C,80,2138,419,853,0,1,149,204,222,598,75,28,144,42,230,1,987,1,0,0,37,-481,,15.7
b.jennings (det),PG,80,2729,423,1135,154,457,241,321,59,244,609,101,215,8,157,0,1241,12,0,0,79,-186,,15.67
t.allen (mem),SG,55,1276,204,413,11,47,76,121,79,208,94,90,90,19,121,0,495,2,0,0,28,92,,15.64
n.robinson (den),PG,44,870,164,383,58,154,71,85,21,81,112,36,58,4,92,0,457,7,0,0,1,83,,15.64
m.carter-williams (phi),PG,70,2415,427,1054,55,208,258,367,101,437,441,129,247,43,213,2,1167,3,0,0,70,-448,,15.59
j.johnson (brk),SG,79,2574,462,1018,162,404,159,195,48,270,216,47,120,10,129,0,1245,2,0,0,79,57,,15.54
a.johnson (tor),PF,77,2214,344,612,20,66,91,143,172,504,115,56,123,88,271,5,799,1,0,0,72,198,,15.44
r.jackson (okc),PG,80,2281,402,914,83,244,158,177,43,313,331,85,169,9,142,0,1045,1,0,0,36,350,,15.43
t.zeller (cle),PF,70,1050,156,290,0,1,87,121,102,281,35,18,60,38,137,1,399,1,0,0,9,-5,,15.43
r.rubio (min),PG,82,2636,255,670,44,133,227,283,61,342,702,190,222,11,218,2,781,2,0,0,82,381,,15.35
m.scott (atl),SF,80,1484,301,628,62,200,103,132,62,284,75,30,79,7,121,0,767,0,0,0,6,-192,,15.34
r.rondo (bos),PG,30,998,141,350,26,90,42,67,22,164,294,40,100,2,65,0,350,1,0,0,30,-172,,15.34
j.o'neal (gsw),C,44,882,125,248,0,0,99,132,85,242,25,14,52,41,102,0,349,9,0,0,13,24,,15.34
k.olynyk (bos),PF,70,1396,234,501,40,113,99,122,140,365,109,35,106,27,227,4,607,0,0,0,9,-5,,15.27
j.calderon (dal),PG,81,2472,341,748,191,425,52,63,29,192,378,69,103,11,136,0,925,3,0,0,81,-4,,15.25
j.withey (nop),C,58,687,69,129,0,1,52,73,49,150,26,15,20,50,73,0,190,0,0,0,4,29,,15.25
a.bynum (ind),C,26,517,94,225,0,0,37,49,53,145,29,6,34,29,31,0,225,0,0,0,19,-135,,15.25
l.deng (chi),SF,63,2213,371,860,57,189,212,268,99,361,183,62,114,9,111,0,1011,1,0,0,63,8,,15.22
l.deng (cle),SF,63,2213,371,860,57,189,212,268,99,361,183,62,114,9,111,0,1011,1,0,0,63,8,,15.22
m.speights (gsw),PF,79,985,195,442,8,31,110,134,101,290,32,11,66,33,148,1,508,2,0,0,3,-122,,15.22
m.belinelli (sas),SG,80,2015,337,695,126,293,111,131,18,226,179,50,95,7,130,0,911,0,0,0,25,261,,15.09
j.farmar (lal),PG,41,912,151,364,70,160,44,59,20,104,199,38,95,8,65,0,416,1,0,0,5,-90,,15.05
t.booker (was),PF,72,1553,222,403,0,2,47,76,149,379,64,41,58,45,131,0,491,2,0,0,45,-55,,15.02
b.bass (bos),PF,82,2262,352,725,2,6,205,239,161,471,87,36,102,71,190,0,911,3,0,0,73,-402,,15.01
t.thompson (cle),PF,82,2591,363,761,0,1,235,339,269,754,72,42,108,35,188,0,961,0,0,0,82,-228,,14.96
e.gordon (nop),SG,64,2057,356,817,101,258,175,223,30,164,207,75,134,12,114,2,988,1,0,0,64,-269,,14.92
j.meeks (lal),SG,77,2557,413,892,162,404,221,258,30,194,138,111,111,4,119,0,1209,0,0,0,70,-509,,14.75
l.stephenson (ind),SG,78,2747,427,870,86,244,140,197,95,558,359,54,210,7,195,1,1080,14,0,0,78,287,,14.72
c.joseph (sas),PG,68,941,126,265,12,38,79,96,32,107,114,35,43,14,84,0,343,0,0,0,19,-3,,14.72
p.patterson (sac),PF,65,1536,225,489,55,151,50,71,117,342,78,55,65,37,159,2,555,2,0,0,13,168,,14.67
p.patterson (tor),PF,65,1536,225,489,55,151,50,71,117,342,78,55,65,37,159,2,555,2,0,0,13,168,,14.67
d.harris (dal),PG,40,817,96,254,31,101,92,115,8,85,178,28,59,2,72,1,315,0,0,0,0,156,,14.66
a.ajinca (nop),C,56,952,136,250,0,1,56,67,94,277,40,23,63,46,187,3,328,0,0,0,30,-99,,14.62
m.plumlee (pho),PF,80,1963,286,553,0,0,74,132,198,626,43,50,111,90,185,2,646,0,0,0,79,47,,14.6
a.bargnani (nyk),PF,42,1253,222,502,30,108,84,102,70,223,45,14,58,51,100,1,558,3,0,0,39,-124,,14.53
s.livingston (brk),PG,76,1976,235,487,1,6,158,191,67,246,245,93,105,32,172,1,629,1,0,0,54,61,,14.52
c.boozer (chi),PF,76,2143,447,980,0,2,148,193,137,632,119,54,154,22,216,0,1042,7,0,0,76,-33,,14.48
w.bynum (det),PG,56,1054,184,430,20,62,97,121,24,99,216,39,103,7,121,0,485,2,0,0,3,-112,,14.44
j.crawford (bos),SG,81,1858,327,787,90,285,146,169,28,183,281,47,134,5,120,0,890,5,0,0,35,-184,,14.4
m.teletovic (brk),PF,72,1399,221,529,136,349,44,62,60,266,57,29,54,23,143,0,622,2,0,0,7,-95,,14.38
k.thompson (gsw),SG,81,2867,559,1259,223,535,147,185,38,249,181,75,135,37,234,2,1488,2,0,0,81,532,,14.32
b.beal (was),SG,73,2529,481,1149,138,343,149,189,54,273,245,71,128,18,153,0,1249,0,0,0,73,110,,14.32
j.lin (hou),PG,71,2054,295,663,82,230,218,265,33,186,294,67,176,27,166,0,890,0,0,0,33,174,,14.31
l.williams (atl),SG,60,1445,197,493,79,231,152,179,10,124,210,45,92,4,65,0,625,0,0,0,7,-167,,14.24
g.vasquez (sac),PG,79,1778,277,658,109,289,95,108,20,173,323,31,128,5,143,2,758,3,0,0,23,168,,14.2
g.vasquez (tor),PG,79,1778,277,658,109,289,95,108,20,173,323,31,128,5,143,2,758,3,0,0,23,168,,14.2
t.hansbrough (tor),PF,64,981,93,196,0,2,126,185,120,287,17,28,47,19,132,0,312,5,0,0,4,-5,,14.2
t.robinson (por),PF,70,877,141,294,0,1,57,101,105,307,34,23,57,20,131,1,339,3,0,0,0,-87,,14.15
b.diaw (sas),PF,79,1974,302,580,45,112,68,92,74,325,222,44,121,32,140,0,717,0,0,0,24,317,,14.12
j.smith (det),SF,77,2733,517,1233,70,265,160,301,102,520,252,104,199,110,197,1,1264,10,0,0,76,-195,,14.1
d.waiters (cle),SG,70,2073,430,992,92,249,161,235,31,194,211,63,154,17,153,0,1113,2,0,0,24,-54,,14.1
m.chalmers (mia),PG,73,2182,254,560,87,226,121,163,41,214,357,119,162,16,210,0,716,4,0,0,73,306,,14.06
e.brand (atl),PF,73,1416,179,332,0,2,61,94,97,361,74,40,60,88,192,0,419,1,0,0,15,-60,,14.05
o.asik (hou),C,48,964,101,190,0,0,78,126,102,379,27,14,59,37,92,1,280,0,0,0,19,58,,14.05
