"","Player","PS","GP","Min","FGM","FGA","X3M","X3A","FTM","FTA","OR","TR","AS","ST","TO","BK","PF","DQ","PTS","TC","EJ","FF","Sta","X...","OE","PER","AdjPER","Delta"
"1","k.durant (okc)","SF",81,3118,849,1688,192,491,703,805,58,599,445,103,285,59,174,0,2593,16,0,0,81,510,NA,29.9,30.5755707910122,0.675570791012184
"2","l.james (mia)","SF",77,2903,767,1353,116,306,439,585,81,533,488,121,270,26,126,1,2089,5,0,0,77,409,NA,29.4,28.5792511591829,0.820748840817082
"3","k.love (min)","PF",77,2797,650,1422,190,505,520,633,224,963,343,59,195,35,136,0,2010,3,0,0,77,355,NA,26.97,28.7394854268845,1.76948542688452
"4","a.davis (nop)","PF",67,2360,522,1005,2,9,348,440,207,673,105,89,109,189,200,1,1394,3,0,0,66,-114,NA,26.54,26.1884001940551,0.351599805944918
"5","d.cousins (sac)","C",71,2296,591,1191,0,7,432,595,218,831,207,109,251,91,270,4,1614,16,0,0,71,-18,NA,26.18,26.281384195696,0.101384195695989
"6","c.paul (lac)","PG",62,2168,406,870,78,212,295,345,38,268,663,154,145,4,157,1,1185,10,0,0,62,530,NA,25.98,27.6318054404004,1.65180544040037
"7","b.lopez (brk)","C",17,533,129,229,0,1,94,115,39,102,16,9,28,30,52,0,352,0,0,0,17,-23,NA,25.5,24.9291402275685,0.570859772431515
"8","r.westbrook (okc)","PG",46,1409,347,792,68,214,242,293,55,263,319,88,177,7,104,1,1004,10,0,0,46,221,NA,24.74,25.8255337861788,1.08553378617885
"9","c.anthony (nyk)","SF",77,2981,743,1644,167,415,459,541,144,621,239,96,198,51,224,0,2112,11,0,0,77,103,NA,24.5,23.7485958763133,0.751404123686687
"10","s.curry (gsw)","PG",78,2843,652,1383,261,615,308,348,46,334,667,129,294,14,194,1,1873,0,0,0,78,574,NA,24.13,25.282589428624,1.15258942862399
"11","b.griffin (lac)","PF",80,2864,718,1359,12,44,482,674,192,757,306,92,224,51,265,4,1930,19,0,0,80,570,NA,23.98,25.2352136214993,1.2552136214993
"12","d.nowitzki (dal)","PF",80,2625,632,1272,131,329,338,376,40,498,216,73,118,45,165,1,1733,7,0,0,80,322,NA,23.68,24.1307216621897,0.450721662189718
"13","b.wright (dal)","C",58,1083,224,331,0,0,77,106,102,244,31,32,35,55,94,0,525,0,0,0,0,123,NA,23.6,23.4365426678393,0.163457332160668
"14","j.harden (hou)","SG",73,2780,549,1204,177,483,576,665,61,345,445,114,265,29,177,0,1851,5,0,0,73,408,NA,23.51,24.3624119002317,0.852411900231658
"15","a.jefferson (cha)","C",73,2557,700,1376,3,15,191,277,156,792,155,67,124,79,176,1,1594,5,0,0,73,30,NA,22.75,22.9850608465999,0.235060846599918
"16","a.drummond (det)","C",81,2614,479,769,0,2,137,328,440,1071,35,102,109,131,273,3,1095,9,0,0,81,-234,NA,22.65,22.8635693289503,0.213569328950271
"17","a.horford (atl)","PF",29,960,238,420,4,11,58,85,66,244,75,27,64,44,56,0,538,1,0,0,29,73,NA,22.08,22.9460703548625,0.866070354862504
"18","d.wade (mia)","SG",54,1776,415,760,9,32,189,258,59,241,253,79,161,29,106,0,1028,5,0,0,53,141,NA,22.06,21.6406291067331,0.41937089326689
"19","l.aldridge (por)","PF",69,2496,652,1423,3,15,296,360,166,766,178,64,122,69,147,1,1603,2,0,0,69,367,NA,21.84,22.9807411335649,1.14074113356491
"20","g.dragic (pho)","PG",76,2671,552,1093,122,299,316,416,69,245,448,104,213,22,206,1,1542,7,0,0,75,301,NA,21.43,21.4713827296645,0.0413827296645373
"21","t.duncan (sas)","PF",74,2155,444,906,0,5,231,316,158,722,220,43,159,139,134,2,1119,8,0,0,74,304,NA,21.4,22.2186679554237,0.818667955423667
"22","d.howard (hou)","C",71,2396,473,801,2,7,349,638,232,866,130,60,229,128,240,0,1297,13,0,0,71,341,NA,21.36,21.7007878484599,0.340787848459929
"23","n.pekovic (min)","C",54,1665,379,701,0,0,186,249,206,468,49,30,84,23,129,0,944,2,0,0,54,280,NA,20.72,21.9778038078487,1.25780380784865
"24","i.thomas (sac)","PG",72,2492,496,1096,127,364,346,407,47,210,454,93,213,8,185,0,1465,10,0,0,54,29,NA,20.54,20.6440187983844,0.10401879838442
"25","k.lowry (tor)","PG",79,2861,457,1080,190,500,313,385,88,369,585,121,194,15,267,5,1417,10,0,0,79,269,NA,20.2,20.4316402670311,0.231640267031104
"26","p.george (ind)","SG",80,2902,576,1361,182,500,401,464,66,543,283,151,224,22,198,0,1735,8,0,0,80,375,NA,20.16,20.4583206527988,0.298320652798758
"27","k.irving (cle)","PG",71,2496,532,1237,123,344,291,338,52,259,433,108,190,23,163,0,1478,0,0,0,71,-220,NA,20.14,20.5415892949976,0.401589294997592
"28","m.conley (mem)","PG",73,2447,463,1030,105,291,225,276,41,213,439,110,150,13,141,1,1256,0,0,0,73,151,NA,20.07,19.636124061575,0.433875938425011
"29","j.noah (chi)","C",80,2818,380,800,0,2,247,335,282,901,431,99,194,123,245,2,1007,12,0,0,80,230,NA,20.06,20.2420046577488,0.18200465774876
"30","m.ginobili (sas)","SG",68,1554,294,627,90,258,160,188,30,204,291,70,139,17,128,0,838,0,0,0,3,421,NA,20.06,20.9496009187529,0.889600918752894
"31","k.faried (den)","SF",80,2179,447,820,0,3,202,311,237,683,95,70,135,69,193,0,1096,5,0,0,77,-158,NA,19.9,21.0915011863066,1.19150118630657
"32","p.millsap (atl)","PF",74,2481,483,1047,76,212,286,391,154,627,232,129,185,78,210,3,1328,1,0,0,73,124,NA,19.83,21.1467297934534,1.31672979345344
"33","s.ibaka (okc)","PF",81,2667,524,978,23,60,156,199,224,709,84,39,122,219,233,0,1227,9,0,0,81,405,NA,19.66,20.0607425544027,0.400742554402697
"34","e.bledsoe (pho)","PG",43,1416,265,556,50,140,183,237,27,202,236,69,143,14,99,0,763,3,0,0,40,135,NA,19.62,19.8932123333898,0.273212333389825
"35","j.wall (was)","PG",82,2980,579,1337,108,308,317,394,38,333,719,149,295,39,219,1,1583,2,0,0,82,195,NA,19.61,20.1593092335705,0.549309233570472
"36","k.leonard (sas)","SF",66,1924,337,645,69,182,101,126,76,411,133,114,80,49,127,0,844,0,0,0,65,376,NA,19.43,20.3511752897931,0.92117528979314
"37","j.hill (lal)","C",72,1501,286,521,0,1,124,181,194,535,54,29,75,65,172,2,696,1,0,0,32,-304,NA,19.39,21.1045029577615,1.71450295776149
"38","p.gasol (lal)","PF",60,1883,425,885,4,14,187,254,124,580,201,27,141,92,124,0,1041,0,0,0,60,-354,NA,19.34,21.1284737473287,1.78847374732873
"39","d.lee (gsw)","PF",69,2288,513,980,0,1,231,296,183,644,147,48,153,26,206,4,1257,1,0,0,67,467,NA,19.21,20.2262627716206,1.01626277162062
"40","t.jones (hou)","PF",76,2083,386,713,31,102,118,195,162,528,87,54,71,99,139,0,921,1,0,0,71,125,NA,19.14,19.6731195157072,0.533119515707153
"41","c.bosh (mia)","PF",79,2529,492,954,74,219,223,272,98,522,87,80,124,78,192,1,1281,3,0,0,79,447,NA,19.11,19.0062601783559,0.103739821644123
"42","m.plumlee (brk)","PF",70,1275,199,302,0,3,122,195,99,308,60,49,77,55,171,3,520,0,0,0,22,-87,NA,19.09,18.8773567693412,0.212643230658827
"43","t.lawson (den)","PG",62,2221,347,805,72,202,324,406,41,216,543,100,201,10,113,1,1090,0,0,0,61,-46,NA,19.02,20.3579641880801,1.33796418808014
"44","d.favors (uta)","PF",73,2202,390,747,0,1,190,284,199,637,91,75,129,108,235,1,970,0,0,0,73,-339,NA,19.01,18.8028577004959,0.207142299504085
"45","t.parker (sas)","PG",68,2002,456,914,25,67,197,243,17,154,390,36,151,9,86,0,1134,1,0,0,68,274,NA,19,19.6434169248551,0.643416924855146
"46","a.stoudemire (nyk)","PF",65,1466,311,558,0,0,150,203,112,320,34,23,91,37,159,1,772,9,0,0,22,-159,NA,18.89,18.1543546304693,0.735645369530697
"47","r.anderson (nop)","PF",22,795,155,354,67,164,59,62,65,141,17,10,20,7,47,0,436,1,0,0,14,30,NA,18.89,18.7265987393434,0.16340126065661
"48","n.vucevic (orl)","C",57,1814,353,696,0,0,105,137,185,626,104,60,112,47,169,4,811,3,0,0,57,-177,NA,18.85,19.3263141384377,0.476314138437704
"49","a.blatche (brk)","PF",73,1622,321,674,15,54,164,221,120,390,112,75,110,38,166,0,821,2,0,0,7,24,NA,18.85,18.9688721655684,0.118872165568426
"50","p.mills (sas)","PG",81,1523,309,666,135,318,73,82,34,169,149,68,62,9,114,0,826,1,0,0,2,338,NA,18.8,19.8383423544662,1.03834235446618
"51","d.lillard (por)","PG",82,2935,553,1303,218,554,371,426,35,288,455,64,193,22,197,1,1695,3,0,0,82,359,NA,18.69,19.4750917635373,0.785091763537309
"52","c.andersen (mia)","C",72,1396,177,275,3,12,120,169,129,379,19,32,53,97,162,1,477,1,0,0,0,162,NA,18.56,18.2239031456175,0.336096854382522
"53","j.johnson (mem)","PF",52,957,143,308,22,87,76,90,60,166,111,43,66,57,102,1,384,1,0,0,4,96,NA,18.5,18.2427222060564,0.257277793943572
"54","m.morris (pho)","PF",82,1800,288,651,99,260,121,159,84,319,88,72,95,18,157,0,796,7,0,0,1,125,NA,18.48,15.31677586296,3.16322413704
"55","m.morris (pho)","PF",81,2151,411,845,34,108,259,327,139,485,143,68,147,51,232,2,1115,9,0,0,0,133,NA,18.48,18.8092750772385,0.329275077238496
"56","t.evans (nop)","PG",72,2024,391,897,21,95,239,310,76,341,363,84,175,21,155,0,1042,3,0,0,22,-207,NA,18.43,18.6359645922243,0.205964592224309
"57","d.derozan (tor)","SG",79,3020,604,1407,64,210,519,630,51,343,313,86,176,28,197,0,1791,8,0,0,79,180,NA,18.42,18.5871142804291,0.167114280429129
"58","r.gay (tor)","SF",73,2532,537,1179,65,197,318,387,113,437,209,95,224,56,171,2,1457,3,0,0,73,-69,NA,18.4,18.4765445073128,0.0765445073128035
"59","r.gay (sac)","SF",73,2532,537,1179,65,197,318,387,113,437,209,95,224,56,171,2,1457,3,0,0,73,-69,NA,18.4,18.4765445073128,0.0765445073128035
"60","z.randolph (mem)","PF",79,2709,560,1198,2,20,250,337,265,794,199,54,183,23,210,0,1372,4,0,0,79,169,NA,18.37,18.0431778208505,0.326822179149506
"61","k.humphries (bos)","PF",69,1381,231,462,0,3,117,144,127,409,67,31,64,61,136,1,579,2,0,0,30,-178,NA,18.28,18.6056551040637,0.325655104063721
"62","m.gasol (mem)","C",59,1976,336,711,2,11,185,241,84,424,216,59,111,76,150,1,859,0,0,0,59,16,NA,18.27,17.9265060249595,0.343493975040488
"63","d.jordan (lac)","C",82,2872,348,515,0,0,160,374,331,1114,75,80,123,203,264,2,856,7,0,0,82,493,NA,18.19,18.8591142693886,0.669114269388576
"64","g.monroe (det)","C",82,2693,504,1015,0,1,241,367,256,760,171,91,167,47,205,2,1249,8,0,0,82,-152,NA,18.16,18.4777265539116,0.317726553911623
"65","j.henson (mil)","PF",70,1858,344,639,0,1,91,177,171,497,113,41,114,116,185,0,779,4,0,0,23,-428,NA,17.97,17.8497057530344,0.120294246965553
"66","d.williams (brk)","PG",65,2058,322,716,98,268,173,216,15,168,393,93,143,13,148,0,915,0,0,0,58,187,NA,17.69,17.7778859251749,0.0878859251749269
"67","r.lopez (por)","C",82,2611,355,644,0,1,198,242,326,698,73,26,84,139,196,2,908,6,0,0,82,314,NA,17.68,18.0551029629399,0.375102962939874
"68","m.gortat (was)","C",81,2660,455,840,1,1,157,229,202,767,136,41,126,121,201,2,1068,3,0,0,80,292,NA,17.66,17.8539655363714,0.193965536371426
"69","j.leuer (mem)","PF",49,643,121,246,23,49,37,47,37,158,20,18,27,13,63,0,302,0,0,0,0,-13,NA,17.65,17.4498959364355,0.200104063564538
"70","d.west (ind)","PF",80,2469,458,939,4,15,198,251,120,542,223,61,133,74,186,1,1118,7,0,0,80,410,NA,17.55,17.672116306068,0.122116306068037
"71","j.adrien (mil)","SF",53,963,143,275,0,0,76,119,102,306,38,24,39,36,108,0,362,2,0,0,12,-72,NA,17.49,17.6589401986542,0.168940198654205
"72","j.crawford (lac)","SG",69,2093,421,1011,161,446,279,322,34,158,223,59,135,12,120,0,1282,4,0,0,24,270,NA,17.39,18.566475949333,1.17647594933301
"73","d.blair (dal)","C",78,1217,210,393,0,2,77,121,139,368,70,60,77,21,192,1,497,1,0,0,13,-12,NA,17.33,18.0516314888874,0.721631488887422
"74","j.holiday (nop)","PG",34,1142,203,454,30,77,51,63,28,142,268,56,105,12,92,0,487,1,0,0,34,24,NA,17.19,17.4394917207583,0.249491720758318
"75","j.teague (atl)","PG",79,2546,456,1040,74,225,318,376,34,208,526,89,231,17,158,0,1304,2,0,0,79,117,NA,17.16,18.2528222596332,1.09282225963315
"76","a.bogut (gsw)","C",67,1770,235,375,0,0,22,64,181,670,113,48,97,119,210,3,492,7,0,0,67,308,NA,17.11,17.9317149528814,0.821714952881354
"77","c.kaman (lal)","C",39,736,176,346,0,3,52,68,54,229,58,11,74,40,93,1,404,2,0,0,13,-60,NA,17.06,18.8973620221549,1.83736202215489
"78","a.varejao (cle)","PF",65,1803,227,459,0,7,92,135,187,629,140,69,72,39,164,2,546,1,0,0,29,64,NA,17.05,17.5773321690948,0.527332169094844
"79","s.dalembert (dal)","C",80,1614,214,377,0,1,101,137,200,541,38,41,90,94,210,0,529,1,0,0,68,19,NA,16.88,17.3123770346431,0.432377034643125
"80","m.ellis (dal)","PG",82,3023,577,1279,69,209,339,430,38,295,470,141,263,23,197,0,1562,6,0,0,82,49,NA,16.83,17.3898181927899,0.559818192789947
"81","k.walker (cha)","PG",73,2617,449,1143,109,327,282,337,39,306,447,86,169,32,128,1,1289,4,0,0,73,132,NA,16.82,17.2204260245663,0.4004260245663
"82","p.pierce (brk)","SF",75,2101,321,712,112,300,256,310,26,348,178,86,153,31,190,0,1010,6,0,0,68,71,NA,16.81,16.9928070863732,0.18280708637316
"83","m.beasley (mia)","SF",55,833,177,355,21,54,61,79,31,172,41,23,57,21,93,1,436,0,0,0,2,-43,NA,16.8,16.8765555128499,0.0765555128499358
"84","t.mozgov (den)","C",82,1774,285,545,4,24,196,260,171,528,62,27,122,100,213,3,770,5,0,0,30,23,NA,16.77,17.8902906437181,1.12029064371815
"85","n.hilario (was)","C",53,1562,299,594,1,5,155,266,65,294,153,64,117,48,164,2,754,3,0,0,37,117,NA,16.67,17.0544785505672,0.38447855056722
"86","t.young (phi)","SF",79,2717,582,1283,90,292,163,229,166,476,182,168,165,36,213,1,1417,3,0,0,78,-652,NA,16.64,18.2382486099463,1.59824860994626
"87","j.redick (lac)","SG",35,988,181,398,73,185,97,106,9,74,80,28,42,3,65,0,532,2,0,0,34,210,NA,16.64,17.808128984496,1.16812898449595
"88","b.knight (mil)","PG",72,2407,461,1092,110,338,259,323,46,255,352,69,188,17,146,1,1291,3,0,0,69,-440,NA,16.59,16.7820457500449,0.192045750044873
"89","t.splitter (sas)","PF",59,1272,181,346,0,3,121,173,123,363,90,29,76,31,117,0,483,0,0,0,50,266,NA,16.58,17.2424991554151,0.662499155415095
"90","g.dieng (min)","C",60,821,113,227,1,1,59,93,103,300,39,30,54,50,108,0,286,0,0,0,15,-40,NA,16.58,17.8747355788575,1.2947355788575
"91","g.green (pho)","SG",82,2327,448,1006,204,510,195,230,47,274,122,70,145,42,220,3,1295,9,0,0,48,44,NA,16.55,16.8184367324787,0.268436732478722
"92","t.harris (orl)","SF",61,1847,332,716,32,126,197,244,88,424,82,41,78,24,143,1,893,1,0,0,36,-230,NA,16.54,17.0324402900531,0.492440290053064
"93","k.koufos (mem)","C",80,1351,227,459,0,0,60,93,160,418,39,32,68,71,182,1,514,3,0,0,22,37,NA,16.54,16.3171277744456,0.222872225554401
"94","k.o'quinn (orl)","PF",69,1186,186,371,0,3,57,83,100,364,78,39,78,88,165,1,429,1,0,0,19,-32,NA,16.52,17.0671207164587,0.547120716458679
"95","t.chandler (nyk)","C",55,1665,191,322,0,1,98,155,159,529,60,37,71,63,145,2,480,8,0,0,55,13,NA,16.48,16.0479236468108,0.432076353189188
"96","j.sullinger (bos)","PF",74,2041,384,899,56,208,158,203,241,601,118,35,119,49,251,3,982,1,0,0,44,-14,NA,16.42,17.0249659627114,0.604965962711411
"97","k.martin (min)","SG",68,2174,440,1022,115,297,303,340,34,203,123,66,106,6,123,2,1298,3,0,0,68,176,NA,16.37,17.8085764937194,1.43857649371942
"98","j.hickson (den)","PF",69,1859,332,654,0,8,150,290,206,632,95,47,127,51,177,0,814,1,0,0,52,-189,NA,16.27,17.3561789127079,1.0861789127079
"99","j.evans (uta)","SF",66,1208,175,332,0,2,51,75,120,309,44,42,40,46,139,2,401,0,0,0,4,-177,NA,16.27,16.2725542754603,0.00255427546026255
"100","g.hayward (uta)","SF",77,2798,426,1032,85,280,311,381,62,392,400,110,212,40,155,0,1248,0,0,0,77,-395,NA,16.22,16.2394961988249,0.0194961988248856
"101","d.augustin (chi)","PG",71,1942,298,718,133,332,201,227,15,130,313,53,125,3,147,0,930,1,0,0,9,54,NA,16.22,16.5041329830433,0.284132983043257
"102","d.collison (lac)","PG",80,2071,324,694,71,189,192,224,47,188,297,93,132,15,150,1,911,0,0,0,35,214,NA,16.21,17.3168594069841,1.10685940698407
"103","j.valanciunas (tor)","C",81,2283,359,676,0,1,198,260,225,712,58,24,136,71,249,1,916,6,0,0,81,91,NA,16.17,16.2784414110276,0.108441411027592
"104","h.sims (phi)","C",46,877,130,274,0,1,90,121,104,237,52,28,41,20,116,1,350,0,0,0,25,-138,NA,16.14,17.4921602078997,1.35216020789966
"105","n.young (lal)","SG",64,1818,387,889,135,350,235,285,29,166,95,47,95,12,156,2,1144,8,0,0,9,-84,NA,16.11,17.8078166901089,1.6978166901089
"106","a.afflalo (orl)","SG",73,2550,464,1011,128,300,274,336,32,262,248,35,146,3,136,0,1330,4,0,0,73,-365,NA,16.09,16.27346877192,0.183468771920005
"107","t.gibson (chi)","PF",82,2353,429,896,0,7,211,281,200,559,91,41,150,110,207,2,1069,8,0,0,8,138,NA,16.09,16.2601411013013,0.170141101301322
"108","r.sessions (cha)","PG",83,2215,330,769,35,124,326,404,38,203,340,49,148,9,90,0,1021,2,0,0,19,-171,NA,16.04,16.1558869626366,0.115886962636569
"109","r.sessions (mil)","PG",83,2215,330,769,35,124,326,404,38,203,340,49,148,9,90,0,1021,2,0,0,19,-171,NA,16.04,16.1558869626366,0.115886962636569
"110","c.miles (cle)","SG",51,987,178,409,83,211,64,75,18,103,52,46,44,15,103,0,503,0,0,0,34,45,NA,16.03,16.5268675084924,0.496867508492404
"111","e.davis (mem)","PF",63,956,155,290,0,0,47,89,92,260,27,17,40,43,114,0,357,2,0,0,4,52,NA,15.99,15.6247952425418,0.365204757458157
"112","v.carter (dal)","SG",81,1975,330,811,146,371,161,196,67,284,212,61,108,35,209,1,967,1,0,0,0,175,NA,15.97,16.6394845440091,0.669484544009114
"113","c.parsons (hou)","SF",74,2785,466,987,130,351,164,221,69,409,298,88,144,29,168,1,1226,0,0,0,74,325,NA,15.9,16.6260299782298,0.726029978229798
"114","t.ariza (was)","SF",77,2723,389,853,180,442,149,193,99,475,192,126,132,20,179,2,1107,4,0,0,77,195,NA,15.87,16.3960523129019,0.526052312901948
"115","n.batum (por)","SF",82,2958,381,819,145,402,163,203,116,611,420,75,209,57,156,1,1070,1,0,0,82,329,NA,15.86,16.4667470916815,0.606747091681548
"116","a.burks (uta)","PG",78,2192,380,831,50,143,279,373,59,257,212,69,149,14,190,2,1089,0,0,0,12,-286,NA,15.82,15.7440752301843,0.0759247698157015
